Churn,tenure,Contract,MonthlyCharges
False,51,"Two year",25.500
False,29,"Month-to-month",45.000
True,1,"Month-to-month",50.150
True,1,"Month-to-month",20.600
False,26,"One year",75.000
True,3,"Month-to-month",105.350
True,1,"Month-to-month",75.350
False,67,"Two year",106.700
False,65,"Month-to-month",105.050
False,43,"One year",106.000
True,39,"Month-to-month",50.750
False,9,"Two year",20.350
False,30,"Month-to-month",83.550
False,32,"Month-to-month",61.400
False,25,"One year",53.650
False,13,"Two year",19.750
False,3,"Month-to-month",19.900
False,2,"Month-to-month",20.250
False,67,"Two year",54.200
False,66,"One year",108.450
False,4,"Month-to-month",50.300
False,50,"One year",80.050
True,60,"Month-to-month",50.800
False,64,"One year",104.650
False,59,"Two year",24.450
False,51,"Month-to-month",83.400
True,1,"Month-to-month",45.300
False,10,"One year",64.900
False,17,"Month-to-month",55.350
True,18,"Month-to-month",39.050
False,1,"Month-to-month",20.650
True,58,"Two year",109.450
False,59,"Two year",100.050
False,2,"Month-to-month",91.150
False,24,"Month-to-month",56.350
False,47,"Two year",19.650
True,3,"Month-to-month",91.500
False,55,"Two year",56.800
True,43,"Month-to-month",110.750
True,1,"Month-to-month",45.950
True,11,"Month-to-month",73.500
False,60,"Two year",53.600
False,72,"Two year",67.200
False,69,"Two year",25.600
False,29,"Month-to-month",84.300
False,71,"Two year",89.900
False,48,"Month-to-month",105.100
False,36,"Month-to-month",95.000
False,2,"Month-to-month",70.100
False,50,"One year",75.700
False,3,"Month-to-month",75.300
False,31,"Two year",20.450
False,63,"One year",40.600
False,54,"Two year",46.000
False,56,"One year",65.200
False,43,"Two year",86.450
False,25,"Month-to-month",105.500
True,25,"Month-to-month",105.950
False,62,"Two year",72.000
False,49,"Month-to-month",90.400
False,1,"Month-to-month",45.800
False,8,"Month-to-month",29.350
True,1,"Month-to-month",69.800
False,72,"Two year",114.500
False,63,"Two year",50.650
False,54,"Month-to-month",89.400
True,33,"One year",103.700
False,31,"Month-to-month",71.050
True,10,"Month-to-month",98.550
False,59,"One year",109.150
False,9,"Month-to-month",93.000
True,10,"Month-to-month",29.650
True,1,"Month-to-month",19.950
False,4,"Month-to-month",19.950
False,38,"Month-to-month",94.750
False,16,"Month-to-month",75.100
False,67,"Two year",19.950
False,20,"Two year",19.700
False,64,"Two year",74.350
False,28,"One year",92.900
False,71,"One year",95.150
False,21,"One year",104.550
False,3,"Month-to-month",94.850
False,31,"One year",98.050
False,37,"Month-to-month",55.050
False,68,"Two year",110.200
False,34,"Month-to-month",85.350
True,9,"Month-to-month",58.500
False,28,"Month-to-month",49.900
False,3,"Month-to-month",29.650
False,11,"Two year",20.900
True,2,"Month-to-month",75.800
False,17,"One year",44.600
False,69,"Two year",106.350
False,37,"Two year",94.300
True,4,"Month-to-month",25.200
True,1,"Month-to-month",90.850
False,72,"One year",108.500
False,8,"Month-to-month",94.750
False,49,"One year",35.800
False,27,"Two year",19.850
False,4,"Month-to-month",65.550
False,72,"Two year",108.950
False,2,"Month-to-month",64.200
False,2,"One year",19.950
False,67,"One year",105.400
True,9,"Month-to-month",66.250
True,4,"Month-to-month",46.000
False,22,"Month-to-month",78.850
False,48,"One year",75.150
False,47,"Two year",20.550
False,66,"Two year",66.900
False,37,"One year",20.300
True,1,"Month-to-month",95.100
True,22,"Month-to-month",40.050
False,56,"Two year",61.300
False,72,"Two year",112.750
False,10,"Month-to-month",95.100
False,9,"Month-to-month",69.500
False,35,"Month-to-month",19.250
True,1,"Month-to-month",69.500
False,54,"Month-to-month",74.000
True,1,"Month-to-month",85.700
False,63,"Two year",104.750
False,53,"One year",96.750
True,1,"Month-to-month",75.700
False,67,"One year",60.050
False,71,"Two year",83.300
False,42,"One year",94.450
False,12,"Two year",25.250
False,57,"One year",90.650
False,35,"One year",89.700
False,33,"One year",34.050
False,62,"One year",24.800
False,25,"Month-to-month",74.300
False,26,"Month-to-month",85.900
True,39,"Month-to-month",30.100
False,34,"One year",64.350
False,49,"One year",87.200
True,19,"Month-to-month",39.650
False,17,"Month-to-month",55.500
False,53,"Month-to-month",80.600
False,1,"Month-to-month",48.750
False,70,"Two year",67.950
True,2,"Month-to-month",55.050
False,28,"Month-to-month",91.000
False,27,"One year",20.300
False,72,"Two year",90.800
False,7,"Month-to-month",24.700
False,31,"Month-to-month",84.850
True,33,"Month-to-month",104.400
False,68,"Two year",24.000
False,32,"Month-to-month",91.050
False,4,"Month-to-month",19.000
False,64,"One year",100.300
False,26,"Month-to-month",85.750
False,71,"Two year",46.350
True,13,"Month-to-month",80.850
False,41,"Two year",98.800
True,8,"Month-to-month",86.550
False,41,"Two year",19.850
False,47,"Two year",74.450
False,29,"Month-to-month",74.950
True,8,"Month-to-month",29.400
True,57,"Two year",112.950
False,42,"Month-to-month",59.650
False,57,"Month-to-month",87.550
True,1,"Month-to-month",74.700
False,45,"Two year",20.350
False,54,"Month-to-month",79.850
True,33,"Month-to-month",94.500
False,52,"One year",35.450
False,71,"Two year",90.350
False,72,"Two year",90.150
False,72,"Two year",90.250
False,40,"Two year",24.800
False,64,"Two year",54.600
False,26,"Month-to-month",20.250
True,4,"Month-to-month",24.450
False,52,"One year",20.850
False,62,"One year",97.950
False,42,"One year",73.150
False,11,"Month-to-month",79.150
True,68,"Two year",113.150
False,41,"Month-to-month",94.300
False,72,"Two year",64.800
True,1,"Month-to-month",80.850
True,2,"Month-to-month",69.600
True,2,"Month-to-month",85.550
False,49,"Two year",100.650
True,36,"Month-to-month",90.850
False,56,"One year",105.600
False,72,"Two year",104.800
True,71,"Month-to-month",105.100
False,11,"Month-to-month",78.500
True,11,"Month-to-month",104.050
True,51,"One year",59.300
False,29,"Month-to-month",87.800
False,53,"One year",97.750
True,4,"Month-to-month",49.400
False,46,"Two year",20.100
False,72,"Two year",24.550
False,63,"One year",81.150
False,60,"One year",101.400
True,10,"Month-to-month",100.250
True,3,"Month-to-month",101.550
True,32,"Month-to-month",80.350
False,35,"Month-to-month",95.500
False,72,"Two year",111.650
False,48,"One year",55.800
True,32,"Month-to-month",85.950
False,53,"Month-to-month",48.700
False,7,"Month-to-month",62.800
False,46,"Two year",19.950
False,12,"Month-to-month",50.950
False,64,"One year",92.850
False,15,"One year",19.650
False,41,"Month-to-month",98.050
False,51,"One year",24.600
False,28,"One year",51.000
False,66,"Two year",61.350
True,2,"Month-to-month",87.150
False,43,"Two year",79.150
False,58,"Two year",75.800
False,66,"Two year",79.850
False,71,"Two year",114.600
False,31,"Two year",25.750
False,71,"One year",20.850
False,31,"Month-to-month",90.550
False,48,"Two year",96.900
False,72,"Two year",73.450
False,72,"Two year",77.350
False,54,"Month-to-month",99.050
False,72,"Two year",25.100
False,60,"Month-to-month",94.100
False,65,"One year",107.450
False,34,"Month-to-month",44.850
False,37,"Two year",61.450
False,4,"Month-to-month",90.650
False,62,"Month-to-month",105.500
False,52,"One year",80.200
False,8,"Month-to-month",20.250
False,69,"Two year",19.400
False,12,"Month-to-month",89.550
False,5,"Month-to-month",25.050
True,2,"Month-to-month",94.950
False,1,"Month-to-month",24.200
False,28,"Month-to-month",56.050
False,3,"Month-to-month",64.600
False,58,"Two year",24.450
True,1,"Month-to-month",20.200
True,9,"Month-to-month",84.400
False,71,"Two year",105.150
False,72,"Two year",65.650
True,13,"Month-to-month",79.800
True,51,"Month-to-month",94.650
False,2,"Month-to-month",45.850
True,20,"Month-to-month",88.700
False,18,"Month-to-month",50.300
False,37,"One year",104.500
False,50,"Month-to-month",83.400
False,21,"Month-to-month",20.750
True,36,"Month-to-month",85.250
False,69,"Two year",114.350
True,1,"Month-to-month",70.600
False,72,"One year",104.450
False,71,"Two year",91.050
True,1,"Month-to-month",35.750
True,5,"Month-to-month",93.900
True,34,"Month-to-month",106.350
False,38,"One year",20.050
False,22,"Month-to-month",95.100
False,45,"Month-to-month",50.900
True,8,"Month-to-month",84.000
False,15,"Month-to-month",19.800
True,52,"Month-to-month",104.200
False,66,"One year",45.550
False,66,"One year",63.850
True,32,"Month-to-month",80.300
False,12,"Month-to-month",45.050
False,32,"Month-to-month",76.300
True,1,"Month-to-month",79.600
False,60,"Two year",80.600
True,37,"Month-to-month",98.800
False,9,"Month-to-month",19.700
False,67,"Two year",50.900
False,65,"One year",70.950
False,5,"Month-to-month",74.650
False,16,"Month-to-month",55.300
False,5,"Month-to-month",51.350
False,8,"Month-to-month",74.600
False,71,"Two year",24.550
False,57,"Two year",90.450
True,4,"Month-to-month",99.800
False,30,"Month-to-month",77.900
True,1,"Month-to-month",101.450
True,25,"Month-to-month",89.150
False,32,"Month-to-month",54.200
False,10,"Month-to-month",59.650
False,12,"Month-to-month",89.150
False,14,"Month-to-month",86.000
False,19,"Month-to-month",59.800
False,41,"Month-to-month",94.550
True,69,"Two year",108.400
False,69,"One year",105.200
False,2,"Month-to-month",70.350
False,33,"Month-to-month",24.250
False,12,"Two year",19.700
True,3,"Month-to-month",91.850
True,11,"Month-to-month",79.500
False,58,"One year",94.300
False,22,"Month-to-month",49.800
True,62,"One year",102.000
True,7,"Month-to-month",81.100
False,61,"One year",65.200
False,27,"Month-to-month",53.450
False,53,"One year",100.300
False,19,"Month-to-month",75.900
True,19,"Month-to-month",103.300
False,56,"One year",24.450
False,72,"Two year",115.750
False,17,"Month-to-month",80.500
False,70,"Two year",101.100
False,72,"Two year",64.450
False,69,"Two year",80.650
True,65,"Two year",74.800
False,43,"Month-to-month",94.300
False,41,"Two year",19.300
False,46,"Month-to-month",19.600
True,61,"One year",106.000
False,19,"Two year",19.950
False,68,"Two year",38.900
False,52,"One year",95.700
False,24,"One year",20.100
False,33,"Month-to-month",60.900
True,3,"Month-to-month",25.300
True,24,"Month-to-month",99.300
False,31,"Two year",21.000
False,67,"One year",107.050
True,4,"Month-to-month",60.400
True,2,"Month-to-month",24.350
False,22,"Month-to-month",93.200
False,66,"Two year",85.900
True,2,"Month-to-month",66.400
True,2,"Month-to-month",55.100
True,1,"Month-to-month",80.250
False,71,"Two year",82.000
False,20,"Two year",19.700
False,66,"One year",49.400
True,34,"Month-to-month",87.450
False,47,"One year",66.050
False,1,"Month-to-month",55.250
True,69,"Month-to-month",103.950
False,70,"One year",90.250
False,17,"One year",20.150
True,1,"Month-to-month",19.250
False,46,"One year",24.900
False,41,"Two year",111.150
True,54,"Month-to-month",100.100
True,1,"Month-to-month",19.900
False,8,"Month-to-month",54.750
True,12,"Month-to-month",94.200
False,33,"One year",20.150
True,21,"Month-to-month",103.900
True,12,"Month-to-month",84.500
False,1,"Month-to-month",44.000
False,25,"Month-to-month",85.900
False,33,"One year",74.750
False,11,"Month-to-month",70.500
False,47,"Two year",20.150
False,7,"Month-to-month",44.400
False,49,"Month-to-month",30.200
True,49,"Month-to-month",99.050
True,55,"Month-to-month",77.750
False,20,"Month-to-month",19.250
False,28,"Month-to-month",25.700
True,1,"Month-to-month",69.750
False,4,"Month-to-month",54.700
False,42,"Two year",20.750
False,1,"Month-to-month",69.900
False,4,"Month-to-month",56.400
False,41,"Month-to-month",20.450
False,13,"One year",19.950
False,50,"Two year",24.950
True,1,"Month-to-month",69.850
True,1,"Month-to-month",45.300
False,66,"One year",104.900
False,10,"Month-to-month",24.800
True,2,"Month-to-month",79.200
False,1,"One year",19.650
False,2,"Month-to-month",20.350
True,1,"Month-to-month",75.300
True,16,"Month-to-month",96.150
False,27,"One year",80.650
False,58,"Two year",20.300
True,3,"Month-to-month",94.600
False,8,"Month-to-month",65.450
False,71,"One year",105.700
True,9,"Month-to-month",85.350
True,28,"Month-to-month",101.300
True,3,"Month-to-month",75.150
True,22,"Month-to-month",84.300
False,63,"Two year",109.200
False,34,"One year",56.950
False,46,"Month-to-month",89.150
True,15,"Month-to-month",19.750
False,58,"One year",99.250
False,44,"Two year",54.050
True,1,"Month-to-month",70.000
True,22,"Month-to-month",100.750
True,20,"Month-to-month",24.450
False,8,"Month-to-month",54.650
False,24,"One year",83.150
True,1,"Month-to-month",85.450
False,72,"Two year",25.450
False,14,"Month-to-month",80.350
False,2,"Month-to-month",69.950
False,6,"Month-to-month",49.500
False,12,"One year",19.300
False,7,"Month-to-month",69.850
False,72,"Two year",25.000
False,10,"Month-to-month",78.150
True,20,"Month-to-month",94.100
False,15,"Month-to-month",84.350
False,58,"Two year",64.900
True,20,"Month-to-month",19.400
False,46,"Month-to-month",53.100
False,4,"One year",19.950
False,35,"Two year",25.400
True,1,"Month-to-month",20.950
False,9,"Month-to-month",19.500
False,20,"Month-to-month",89.100
False,35,"One year",20.100
False,21,"Month-to-month",84.100
False,49,"Month-to-month",101.550
False,3,"Month-to-month",64.500
False,47,"Month-to-month",106.350
False,13,"Month-to-month",52.100
False,30,"One year",40.350
False,58,"Two year",84.300
False,53,"One year",19.850
True,2,"Month-to-month",89.500
False,60,"Month-to-month",105.900
False,8,"Two year",19.700
True,2,"Month-to-month",95.100
False,51,"Month-to-month",99.000
True,27,"Month-to-month",36.500
True,12,"One year",95.500
True,4,"Month-to-month",24.250
False,31,"Month-to-month",81.150
False,10,"Month-to-month",46.000
False,41,"One year",86.200
False,18,"Month-to-month",49.850
False,32,"Month-to-month",86.100
False,10,"Month-to-month",75.750
True,49,"Month-to-month",96.200
False,62,"Two year",19.850
False,42,"Two year",48.150
False,72,"Two year",98.350
False,24,"Month-to-month",89.550
False,65,"Two year",25.100
False,72,"Two year",106.100
True,5,"Month-to-month",39.500
False,70,"Two year",75.650
False,50,"One year",100.650
True,1,"Month-to-month",60.150
True,2,"Month-to-month",40.400
False,71,"Two year",73.350
False,71,"One year",104.100
False,68,"Two year",82.450
False,43,"One year",91.250
False,72,"Two year",90.350
True,5,"Month-to-month",83.600
False,17,"One year",86.750
True,4,"Month-to-month",20.350
True,15,"Month-to-month",20.000
True,1,"Month-to-month",45.400
False,31,"Month-to-month",90.700
False,41,"Two year",99.650
False,67,"Two year",103.150
False,17,"Two year",19.450
False,48,"Two year",70.100
True,1,"Month-to-month",45.050
False,28,"Month-to-month",35.900
True,9,"Month-to-month",94.400
False,71,"Two year",24.650
False,26,"One year",35.400
False,1,"Month-to-month",24.000
False,11,"Month-to-month",82.900
False,13,"Month-to-month",50.550
False,71,"Two year",82.550
False,4,"Month-to-month",19.600
True,9,"Month-to-month",54.550
False,53,"Two year",69.700
True,58,"Month-to-month",93.400
False,0,"Two year",80.850
False,43,"Month-to-month",91.650
True,2,"Month-to-month",79.850
False,4,"Month-to-month",20.150
False,65,"Two year",99.050
False,13,"One year",104.150
False,49,"One year",55.350
False,8,"Two year",19.850
False,72,"Two year",90.800
True,4,"Month-to-month",80.850
False,66,"Two year",19.700
False,43,"Month-to-month",33.450
False,52,"One year",104.450
False,61,"One year",118.600
False,69,"Two year",79.450
False,70,"Month-to-month",97.550
False,71,"Two year",25.550
True,10,"Month-to-month",92.500
True,69,"Two year",106.500
False,46,"Two year",81.000
False,28,"One year",59.900
False,11,"One year",64.900
False,61,"One year",64.050
True,3,"Month-to-month",35.200
False,6,"Month-to-month",78.950
False,3,"Month-to-month",107.950
False,22,"Month-to-month",69.750
False,52,"Two year",58.750
False,72,"Two year",84.450
True,29,"Month-to-month",68.850
True,1,"Month-to-month",19.400
False,50,"One year",20.350
False,7,"Month-to-month",20.450
False,40,"One year",50.250
False,12,"One year",20.150
False,9,"Month-to-month",59.500
False,8,"Month-to-month",49.400
False,72,"Two year",100.650
False,71,"Two year",73.500
False,72,"Two year",19.300
False,34,"Two year",84.750
False,24,"One year",24.600
False,56,"One year",68.750
False,52,"Two year",59.850
False,55,"Two year",21.000
False,69,"One year",59.100
False,68,"Two year",110.800
True,1,"Month-to-month",90.600
False,63,"Two year",19.500
False,50,"One year",104.400
False,72,"Two year",67.800
False,70,"Month-to-month",106.050
False,39,"Two year",19.750
True,2,"Month-to-month",70.350
False,3,"One year",20.550
False,52,"One year",101.250
True,33,"Month-to-month",83.850
False,20,"One year",64.150
False,70,"Two year",80.400
False,37,"Month-to-month",100.300
False,7,"Month-to-month",51.300
False,56,"One year",68.450
False,57,"Two year",19.900
False,48,"One year",64.400
False,56,"Month-to-month",96.950
True,19,"One year",100.950
False,62,"Month-to-month",89.100
False,23,"One year",68.750
False,29,"Month-to-month",60.200
False,29,"One year",75.350
True,2,"Month-to-month",69.800
True,1,"Month-to-month",75.450
True,3,"Month-to-month",76.950
False,21,"One year",58.850
False,16,"Month-to-month",74.550
False,16,"Two year",68.250
True,5,"Month-to-month",88.900
False,18,"Month-to-month",50.000
False,33,"One year",58.450
False,35,"Two year",20.100
False,71,"Two year",24.450
False,71,"Two year",70.850
False,33,"Month-to-month",88.600
False,22,"One year",20.300
False,68,"Two year",20.050
False,27,"One year",20.050
False,6,"Month-to-month",20.200
False,70,"Two year",25.400
False,49,"Two year",106.650
False,44,"Month-to-month",89.200
False,2,"One year",20.500
False,1,"Month-to-month",44.450
False,26,"Two year",19.150
False,46,"Two year",60.750
False,10,"Month-to-month",18.850
True,1,"Month-to-month",31.350
False,1,"Month-to-month",20.250
True,6,"Month-to-month",84.200
False,32,"One year",19.800
False,60,"One year",44.450
True,1,"Month-to-month",69.900
True,6,"Month-to-month",55.900
False,23,"One year",20.050
False,72,"Two year",88.050
False,11,"Month-to-month",75.250
False,5,"Month-to-month",34.250
True,19,"Month-to-month",99.950
False,72,"Two year",25.100
True,1,"Month-to-month",69.400
False,35,"Month-to-month",89.850
False,58,"Two year",94.350
True,50,"Month-to-month",95.050
True,13,"Month-to-month",84.600
False,72,"Two year",19.750
False,56,"Two year",81.800
False,9,"Month-to-month",70.050
True,3,"Month-to-month",50.150
False,67,"One year",105.600
False,31,"Month-to-month",89.300
True,13,"Month-to-month",75.000
False,31,"Month-to-month",94.500
False,70,"Two year",20.150
False,1,"Month-to-month",19.500
True,45,"One year",54.150
False,55,"One year",75.000
True,15,"Month-to-month",74.200
True,1,"Month-to-month",56.250
False,34,"One year",90.150
True,18,"Month-to-month",85.450
False,32,"One year",19.300
False,72,"Two year",115.800
False,70,"Two year",79.150
False,49,"One year",71.800
False,2,"Month-to-month",69.000
False,37,"Month-to-month",19.350
False,32,"One year",19.800
False,32,"One year",20.550
True,1,"Month-to-month",79.350
False,2,"Month-to-month",20.050
False,64,"Month-to-month",73.550
True,19,"Month-to-month",89.650
True,10,"Month-to-month",104.400
False,13,"Month-to-month",72.800
False,41,"One year",20.250
False,9,"Month-to-month",76.250
False,69,"Two year",81.500
True,7,"Month-to-month",70.100
False,22,"Month-to-month",84.750
False,23,"Month-to-month",75.300
False,17,"Month-to-month",94.200
False,15,"Month-to-month",96.500
False,48,"Two year",26.300
False,19,"Month-to-month",56.100
True,1,"Month-to-month",70.600
True,19,"Month-to-month",83.650
False,53,"One year",54.900
False,71,"One year",109.600
False,15,"Month-to-month",105.350
False,2,"Month-to-month",49.250
True,4,"Month-to-month",61.450
False,26,"Month-to-month",73.050
True,8,"Month-to-month",83.550
False,18,"Month-to-month",84.300
False,33,"Month-to-month",66.400
False,72,"Two year",107.500
False,6,"Month-to-month",20.950
True,18,"Month-to-month",94.700
True,5,"Month-to-month",74.350
False,21,"Month-to-month",104.350
True,32,"Month-to-month",96.150
False,3,"Month-to-month",29.750
True,1,"Month-to-month",79.050
False,12,"One year",19.350
False,72,"Two year",105.250
False,64,"One year",108.500
False,47,"Two year",24.550
False,2,"Month-to-month",46.600
False,72,"One year",89.700
False,46,"Two year",19.950
False,51,"Month-to-month",87.350
False,36,"One year",63.700
True,10,"Month-to-month",70.300
False,43,"Month-to-month",92.550
False,72,"Two year",87.100
True,44,"Month-to-month",96.100
True,40,"Month-to-month",97.100
False,35,"One year",108.350
False,37,"Month-to-month",95.150
False,23,"Two year",91.100
False,65,"Two year",26.500
False,72,"One year",105.000
False,32,"One year",74.750
False,39,"One year",19.350
False,68,"Two year",118.600
False,24,"One year",57.600
False,16,"Month-to-month",86.250
False,12,"One year",20.050
False,66,"Two year",61.150
False,58,"Two year",25.300
True,12,"Month-to-month",56.650
False,23,"Month-to-month",104.450
False,37,"One year",19.800
False,1,"Month-to-month",20.450
False,67,"Two year",69.900
False,40,"One year",98.150
False,72,"Two year",89.050
False,61,"Two year",94.350
True,26,"Month-to-month",80.500
False,1,"Month-to-month",29.900
True,9,"Month-to-month",80.800
False,41,"Two year",20.150
True,26,"Month-to-month",89.150
False,72,"Two year",115.800
False,54,"One year",55.450
False,70,"Two year",25.150
False,61,"Two year",81.000
True,5,"Month-to-month",83.150
False,34,"Month-to-month",20.650
False,35,"One year",19.150
True,20,"Month-to-month",70.450
False,2,"Month-to-month",29.050
True,32,"Month-to-month",74.400
False,69,"Two year",61.450
True,3,"Month-to-month",100.950
False,72,"Two year",25.200
False,17,"Month-to-month",25.650
True,37,"Month-to-month",101.100
False,28,"Month-to-month",110.850
True,1,"Month-to-month",25.100
True,30,"Month-to-month",90.250
False,5,"Month-to-month",75.650
True,72,"Two year",54.200
False,32,"Month-to-month",54.650
False,54,"Two year",97.200
False,16,"Month-to-month",19.600
True,24,"Month-to-month",54.150
False,15,"Month-to-month",19.600
False,39,"One year",59.800
True,5,"Month-to-month",69.700
False,41,"Two year",19.750
False,2,"Month-to-month",56.550
False,69,"Two year",105.400
False,69,"Two year",105.350
False,70,"One year",106.500
False,55,"One year",19.150
True,5,"Month-to-month",84.850
False,70,"Two year",19.850
False,41,"One year",70.200
False,25,"One year",19.900
False,23,"One year",57.200
False,27,"Two year",52.850
False,65,"Month-to-month",111.050
False,22,"One year",20.250
False,52,"Month-to-month",49.750
False,38,"Month-to-month",95.100
False,3,"Month-to-month",70.150
False,13,"Month-to-month",70.450
False,51,"Two year",24.750
False,40,"Month-to-month",81.200
False,18,"Month-to-month",19.250
False,23,"One year",19.650
True,1,"Month-to-month",80.150
True,16,"Month-to-month",88.450
False,72,"Two year",68.150
False,32,"Month-to-month",98.850
False,36,"Month-to-month",79.200
False,68,"One year",54.450
False,64,"One year",24.900
True,66,"One year",102.450
False,26,"One year",20.050
True,17,"Month-to-month",92.550
True,6,"Month-to-month",94.500
False,26,"Month-to-month",80.700
False,59,"Two year",99.500
False,44,"Month-to-month",56.250
True,4,"Month-to-month",97.950
True,3,"Month-to-month",79.250
False,13,"Month-to-month",19.300
False,29,"One year",39.500
False,72,"Two year",65.500
False,34,"Month-to-month",100.450
False,46,"Two year",38.250
False,62,"Two year",79.950
False,63,"One year",83.000
True,1,"Month-to-month",19.100
False,24,"Two year",35.750
False,70,"Two year",90.150
False,1,"Month-to-month",19.750
True,16,"Month-to-month",84.950
False,1,"Month-to-month",45.850
False,41,"Month-to-month",53.950
True,1,"Month-to-month",45.650
False,56,"Month-to-month",44.850
False,35,"Month-to-month",59.600
False,19,"Month-to-month",20.200
False,13,"Month-to-month",20.300
False,18,"Month-to-month",35.200
False,62,"Two year",23.400
False,7,"Month-to-month",53.650
False,48,"Month-to-month",44.800
False,6,"Month-to-month",94.050
False,64,"Two year",20.050
True,1,"Month-to-month",71.550
True,1,"Month-to-month",19.650
True,1,"Month-to-month",44.350
False,10,"Month-to-month",45.800
False,1,"Month-to-month",44.150
False,33,"Month-to-month",20.050
False,68,"One year",58.250
False,26,"One year",87.150
True,9,"One year",24.100
False,1,"Month-to-month",25.350
False,71,"One year",85.450
True,3,"Month-to-month",79.900
False,71,"Two year",53.950
False,6,"Month-to-month",19.850
True,2,"Month-to-month",69.750
False,72,"Two year",64.700
True,3,"Month-to-month",70.300
False,59,"Month-to-month",111.350
False,57,"Two year",74.300
False,35,"Two year",20.500
False,43,"Month-to-month",66.250
True,49,"Month-to-month",84.500
False,67,"Month-to-month",94.650
True,47,"Month-to-month",83.350
False,46,"One year",30.750
False,5,"Month-to-month",78.750
False,72,"Two year",97.950
False,48,"Two year",55.500
True,12,"Month-to-month",78.300
True,43,"Month-to-month",108.150
False,5,"Month-to-month",24.300
False,72,"Two year",24.750
False,3,"Month-to-month",19.600
False,1,"Month-to-month",46.300
False,38,"One year",20.250
False,51,"One year",81.150
False,57,"One year",54.650
False,65,"Two year",99.350
False,56,"One year",109.800
False,17,"Month-to-month",92.600
False,5,"Month-to-month",75.600
False,29,"Two year",26.100
False,46,"One year",100.250
False,22,"One year",76.000
False,9,"One year",19.900
False,52,"Two year",63.900
True,3,"Month-to-month",80.100
True,25,"Month-to-month",58.600
True,9,"Month-to-month",99.450
False,64,"Month-to-month",43.850
False,63,"Two year",99.700
False,50,"Month-to-month",95.700
True,22,"Month-to-month",55.150
False,15,"Month-to-month",99.700
False,57,"Two year",19.600
False,17,"Month-to-month",75.400
False,6,"Month-to-month",59.450
True,2,"Month-to-month",73.250
False,42,"One year",20.650
False,69,"One year",99.500
True,15,"Month-to-month",69.000
False,6,"Month-to-month",79.700
False,56,"One year",52.000
True,1,"Month-to-month",85.000
False,4,"Month-to-month",20.500
False,45,"Month-to-month",89.300
False,22,"Month-to-month",95.900
False,72,"Two year",99.900
True,5,"Month-to-month",28.450
True,18,"Month-to-month",35.000
False,66,"Two year",96.600
False,23,"Month-to-month",95.100
False,62,"One year",94.950
False,23,"Month-to-month",44.950
False,69,"Two year",95.200
False,61,"One year",20.400
False,70,"Two year",80.600
False,54,"One year",84.400
False,37,"One year",68.100
False,71,"Two year",71.100
False,13,"One year",64.750
False,71,"Two year",104.150
False,4,"Month-to-month",50.800
False,7,"Month-to-month",23.500
False,68,"Two year",90.800
False,32,"Month-to-month",81.100
False,1,"Month-to-month",62.800
False,4,"One year",19.700
False,26,"Month-to-month",54.750
True,42,"One year",73.900
False,31,"Two year",20.400
False,69,"One year",95.750
False,65,"One year",89.850
False,30,"Month-to-month",90.050
True,60,"One year",94.400
True,2,"Month-to-month",86.200
False,9,"Month-to-month",20.250
False,44,"One year",49.050
False,71,"Two year",76.900
True,22,"Month-to-month",90.500
False,56,"One year",98.000
False,72,"Two year",25.550
False,1,"Month-to-month",19.950
False,20,"Month-to-month",25.550
False,54,"Two year",69.950
False,23,"Month-to-month",79.100
True,33,"One year",73.900
False,50,"Two year",24.900
False,72,"Two year",109.650
False,19,"One year",58.200
False,70,"Two year",110.500
True,22,"Month-to-month",79.350
False,59,"Month-to-month",93.350
True,31,"One year",79.450
False,29,"One year",55.250
True,3,"Month-to-month",49.900
True,69,"One year",104.050
False,71,"Two year",109.250
True,29,"Month-to-month",78.900
True,53,"Month-to-month",54.450
True,1,"Month-to-month",29.950
True,20,"Month-to-month",90.200
False,11,"Month-to-month",19.700
False,49,"Month-to-month",59.600
False,49,"Two year",94.800
True,59,"Two year",19.350
True,8,"Month-to-month",100.850
True,11,"Month-to-month",95.150
True,11,"Month-to-month",80.500
True,20,"Month-to-month",85.250
True,10,"Month-to-month",72.150
False,67,"One year",69.350
False,65,"One year",110.000
True,3,"Month-to-month",40.150
False,13,"Month-to-month",31.650
False,48,"Two year",78.900
False,71,"Two year",86.400
False,9,"Month-to-month",73.800
False,50,"Two year",20.550
False,62,"One year",104.300
False,31,"One year",81.150
False,20,"Month-to-month",24.900
False,69,"Two year",19.900
False,34,"Month-to-month",25.050
True,44,"One year",88.400
True,10,"Month-to-month",74.150
False,72,"Two year",55.450
False,53,"Two year",19.850
False,4,"Month-to-month",94.750
False,3,"Month-to-month",41.350
False,67,"One year",88.800
True,35,"Month-to-month",86.450
False,54,"Month-to-month",104.100
True,1,"Month-to-month",95.600
False,3,"Month-to-month",80.500
True,1,"Month-to-month",74.900
False,31,"Month-to-month",73.550
False,42,"One year",108.300
False,71,"Two year",87.250
True,24,"Month-to-month",96.000
False,13,"Month-to-month",63.150
True,1,"Month-to-month",24.800
False,38,"Month-to-month",68.150
False,4,"Two year",19.500
False,68,"Two year",89.050
False,61,"Two year",25.300
False,16,"Two year",64.250
True,1,"Month-to-month",78.800
False,46,"Two year",65.650
False,72,"Two year",104.100
True,4,"Month-to-month",77.850
False,5,"Month-to-month",19.950
